year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1994, LG, 23, 126, 574, 482, 109, 147, 20, 0, 15, 212, 51, 51, 10, 8, 0, 60, 4, 14, 6, 0.305, 0.391, 0.440, 0.831, 0.376, 141.5
1995, LG, 24, 64, 290, 236, 44, 72, 8, 0, 1, 83, 17, 33, 7, 5, 0, 21, 5, 4, 1, 0.305, 0.423, 0.352, 0.775, 0.366, 138.7
1996, LG, 25, 100, 466, 385, 56, 96, 15, 3, 4, 129, 26, 24, 7, 11, 2, 61, 2, 9, 2, 0.249, 0.363, 0.335, 0.698, 0.327, 107.2
1997, LG, 26, 125, 569, 479, 78, 129, 24, 2, 3, 166, 45, 44, 11, 13, 3, 62, 11, 11, 5, 0.269, 0.364, 0.347, 0.710, 0.327, 102.3
1998, LG, 27, 126, 564, 476, 94, 132, 36, 1, 12, 206, 61, 40, 7, 6, 4, 78, 3, 9, 2, 0.277, 0.377, 0.433, 0.809, 0.358, 126.3
1999, LG, 28, 93, 422, 356, 67, 108, 19, 5, 11, 170, 45, 14, 10, 5, 0, 42, 5, 6, 5, 0.303, 0.392, 0.478, 0.869, 0.379, 123.1
2000, LG, 29, 129, 592, 495, 97, 139, 24, 1, 7, 186, 38, 25, 9, 2, 1, 50, 4, 18, 4, 0.281, 0.373, 0.376, 0.749, 0.336, 97.0
2001, LG, 30, 129, 580, 448, 90, 127, 26, 2, 9, 184, 53, 21, 7, 3, 0, 59, 13, 30, 3, 0.283, 0.411, 0.411, 0.822, 0.366, 111.5
2002, LG, 31, 91, 386, 326, 51, 101, 14, 3, 1, 124, 25, 21, 9, 2, 0, 51, 3, 16, 4, 0.310, 0.381, 0.380, 0.761, 0.334, 104.4
2003, LG, 32, 109, 386, 334, 30, 78, 7, 0, 1, 88, 16, 23, 8, 5, 0, 44, 7, 14, 2, 0.234, 0.307, 0.263, 0.570, 0.265, 47.7
2004, LG, 33, 16, 36, 33, 3, 5, 0, 0, 0, 5, 2, 0, 0, 0, 0, 9, 0, 0, 0, 0.152, 0.222, 0.152, 0.374, 0.192, -3.2
