year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, MBC, 27, 64, 271, 243, 46, 76, 16, 3, 5, 113, 36, 17, 6, 7, 0, 16, 6, 4, 5, 0.313, 0.356, 0.465, 0.821, 0.365, 121.7, 2.38
1983, MBC, 28, 93, 366, 329, 45, 89, 12, 4, 8, 133, 36, 17, 6, 8, 1, 29, 10, 2, 3, 0.271, 0.332, 0.404, 0.737, 0.339, 116.7, 2.98
1984, MBC, 29, 99, 414, 378, 53, 109, 19, 3, 18, 188, 68, 7, 7, 3, 4, 51, 6, 1, 4, 0.288, 0.339, 0.497, 0.836, 0.378, 144.8, 4.33
1985, MBC, 30, 87, 358, 326, 38, 91, 11, 3, 6, 126, 39, 20, 8, 4, 5, 42, 7, 0, 4, 0.279, 0.332, 0.387, 0.719, 0.331, 104.2, 1.75
1986, MBC, 31, 107, 467, 408, 59, 124, 21, 3, 15, 196, 60, 20, 8, 5, 5, 53, 3, 0, 6, 0.304, 0.379, 0.480, 0.859, 0.398, 163.6, 5.49
1987, MBC, 32, 108, 463, 410, 66, 122, 21, 2, 14, 189, 74, 8, 7, 10, 7, 39, 14, 2, 6, 0.298, 0.362, 0.461, 0.823, 0.378, 136.4, 3.59
1988, MBC, 33, 67, 276, 247, 35, 69, 9, 1, 7, 101, 28, 1, 5, 3, 2, 13, 4, 3, 0, 0.279, 0.348, 0.409, 0.757, 0.347, 114.2, 1.29
1989, MBC, 34, 87, 319, 273, 40, 64, 11, 5, 4, 97, 47, 12, 5, 3, 5, 17, 6, 5, 3, 0.234, 0.325, 0.355, 0.680, 0.315, 91.2, 1.03
1990, LG, 35, 102, 393, 336, 55, 96, 13, 2, 8, 137, 44, 11, 2, 8, 6, 30, 8, 1, 5, 0.286, 0.375, 0.408, 0.783, 0.366, 123.7, 2.84
1991, LG, 36, 109, 378, 329, 38, 89, 16, 0, 5, 120, 41, 6, 6, 4, 5, 23, 18, 5, 1, 0.271, 0.354, 0.365, 0.719, 0.332, 102.4, 1.92
