,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, OB,23,88,344,313,39,85,17,5,5,127,44,4,1,3,0,43,7,9,3,0.272,0.31,0.406,0.716,0.321,102.9,2.14
1,1,1, OB,24,74,222,189,22,45,8,1,1,58,16,5,1,6,0,26,3,4,0,0.238,0.339,0.307,0.6459999999999999,0.309,92.3,1.1
2,2,2, OB,25,38,54,53,5,12,1,0,2,19,7,0,0,0,0,4,1,0,0,0.226,0.241,0.358,0.599,0.277,65.9,0.07
3,3,3, 해태,26,103,394,342,50,102,24,2,14,172,66,8,7,2,1,40,13,7,3,0.298,0.3720000000000001,0.503,0.875,0.399,162.7,4.86
4,4,4, 해태,27,94,358,301,39,71,16,0,13,126,36,5,2,5,0,38,9,4,1,0.236,0.348,0.419,0.7659999999999999,0.359,122.2,2.83
5,5,5, 해태,28,101,415,356,51,114,18,1,18,188,57,6,4,5,1,35,8,5,2,0.32,0.403,0.528,0.932,0.418,162.3,5.24
6,6,6, 해태,29,106,443,358,52,100,14,2,13,157,63,15,9,0,5,42,7,0,4,0.279,0.409,0.439,0.847,0.399,149.7,4.97
7,7,7, 해태,30,119,500,418,73,140,20,3,15,211,86,10,4,0,7,53,10,0,6,0.335,0.4320000000000001,0.505,0.937,0.4320000000000001,168.6,6.96
8,8,8, 해태,31,92,398,336,62,101,17,3,22,190,73,8,8,2,3,45,10,0,7,0.301,0.392,0.565,0.957,0.425,165.1,5.15
9,9,9, 해태,32,110,436,362,69,97,16,1,20,175,74,8,8,1,4,53,10,3,4,0.268,0.379,0.483,0.862,0.383,130.9,3.79
10,10,10, 해태,33,107,394,335,46,89,13,1,13,143,46,4,5,3,0,46,10,4,2,0.266,0.364,0.4270000000000001,0.7909999999999999,0.369,141.1,3.77
11,11,11, LG,34,106,414,357,49,106,15,1,10,153,67,3,1,5,2,48,11,0,4,0.297,0.384,0.429,0.813,0.376,141.5,4.22
12,12,12, LG,35,98,324,295,25,71,13,0,8,108,37,1,1,1,2,51,9,1,2,0.241,0.3,0.366,0.6659999999999999,0.304,93.5,1.33
13,13,13, LG,36,52,154,138,12,32,5,0,5,52,16,1,1,0,2,24,5,0,0,0.232,0.312,0.377,0.6890000000000001,0.316,99.2,0.74
14,14,14, 쌍방울,37,43,132,111,16,25,2,0,4,39,24,1,0,0,2,19,5,1,0,0.225,0.344,0.35100000000000003,0.695,0.318,96.4,0.63
