,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 해태,18,51,86,77,4,13,3,0,1,19,5,0,1,0,0,10,1,0,1,0.16899999999999998,0.244,0.247,0.491,0.241,38.0,-0.23
1,1,1, 해태,19,91,261,226,36,66,17,2,8,111,29,3,1,3,1,29,4,5,2,0.292,0.3670000000000001,0.491,0.858,0.383,136.5,2.63
2,2,2, 해태,20,126,520,420,87,140,25,3,17,222,97,6,7,7,0,82,8,8,3,0.333,0.447,0.529,0.976,0.436,166.1,6.85
3,3,3, 해태,21,123,527,446,56,117,21,1,13,179,61,10,4,4,1,70,12,6,7,0.262,0.355,0.401,0.7559999999999999,0.35200000000000004,129.1,4.6
4,4,4, 해태,22,126,524,463,70,126,20,2,16,198,72,14,7,4,1,63,6,5,2,0.272,0.34700000000000003,0.428,0.775,0.354,124.2,4.42
5,5,5, 해태,23,125,531,465,63,142,24,1,16,216,65,34,5,4,7,65,1,1,3,0.305,0.385,0.465,0.8490000000000001,0.383,148.2,6.53
6,6,6, 해태,24,126,549,443,83,147,30,4,17,236,67,18,9,4,10,64,8,1,4,0.332,0.453,0.5329999999999999,0.985,0.442,186.1,8.75
7,7,7, 해태,25,126,534,436,73,118,29,0,22,213,79,20,9,7,11,80,19,0,5,0.271,0.395,0.489,0.884,0.391,145.7,5.78
8,8,8, 해태,26,126,533,442,80,119,24,1,15,190,62,13,9,3,8,74,9,5,4,0.269,0.381,0.43,0.8109999999999999,0.359,125.3,4.41
9,9,9, 해태,27,129,561,487,99,146,26,0,34,274,111,31,6,3,1,104,10,3,4,0.3,0.382,0.563,0.944,0.401,136.3,5.91
10,10,10, 해태,28,88,361,291,42,68,16,2,14,130,50,12,7,5,5,63,11,0,3,0.234,0.374,0.447,0.821,0.363,115.0,2.52
11,11,11, LG,29,60,213,182,18,36,9,0,2,51,16,1,1,3,2,35,4,0,1,0.198,0.31,0.28,0.59,0.284,55.2,-0.08
12,12,12, LG,30,25,76,68,3,8,3,0,1,14,8,0,1,2,0,16,1,1,2,0.118,0.173,0.206,0.379,0.172,-12.1,-0.67
13,13,13, LG,31,97,333,286,34,68,12,3,9,113,27,1,1,4,0,61,9,5,1,0.238,0.332,0.395,0.727,0.327,92.5,1.47
14,14,14, LG,32,39,107,95,11,17,5,0,2,28,12,0,0,0,0,31,0,2,3,0.179,0.229,0.295,0.523,0.235,27.1,-0.37
15,15,15, KIA,33,25,64,59,6,13,3,0,1,19,1,0,0,0,0,16,0,2,0,0.22,0.258,0.322,0.58,0.26,50.1,-0.05
