,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 삼성,25,64,264,214,42,72,15,3,3,102,27,34,14,5,0,35,1,2,1,0.336,0.454,0.477,0.931,0.4270000000000001,161.6,3.25
1,1,1, 삼성,26,82,279,245,36,51,4,1,4,69,21,10,8,2,0,32,4,8,1,0.208,0.278,0.282,0.5589999999999999,0.26,60.1,0.16
2,2,2, 삼성,27,74,227,192,40,55,13,2,2,78,8,10,2,2,0,18,3,5,0,0.28600000000000003,0.38,0.406,0.7859999999999999,0.361,129.2,2.28
3,3,3, 삼성,28,104,297,252,33,73,13,0,1,89,25,10,7,3,0,28,5,8,4,0.29,0.3670000000000001,0.353,0.72,0.334,106.3,1.77
4,4,4, 삼성,29,96,239,200,35,57,12,1,8,95,29,15,7,6,0,26,2,9,2,0.285,0.37,0.475,0.845,0.381,148.4,2.78
5,5,5, 삼성,30,89,311,266,47,75,15,3,8,120,32,8,7,2,0,38,4,4,3,0.282,0.368,0.451,0.8190000000000001,0.379,135.7,2.98
6,6,6, 삼성,31,92,344,290,54,77,7,4,8,116,33,25,6,6,0,33,4,9,1,0.266,0.361,0.4,0.7609999999999999,0.348,114.5,2.94
7,7,7, 삼성,32,106,344,290,39,88,10,1,5,115,34,24,9,3,1,32,1,9,6,0.303,0.379,0.397,0.7759999999999999,0.36,121.8,2.99
8,8,8, 삼성,33,103,295,243,41,57,14,1,3,82,30,9,6,4,0,31,6,14,2,0.235,0.331,0.337,0.6679999999999999,0.308,84.8,0.56
9,9,9, 삼성,34,89,219,178,33,52,3,2,4,71,32,2,3,7,1,14,4,8,3,0.292,0.389,0.399,0.7879999999999999,0.35700000000000004,118.5,1.27
10,10,10, 삼성,35,92,191,162,28,35,4,2,2,49,20,4,2,1,0,37,6,4,1,0.21600000000000005,0.316,0.302,0.618,0.29100000000000004,69.3,0.04
